carat,depth,table,price,'x','y','z',cut_Fair,cut_Good,cut_Ideal,cut_Prem,cut_V_good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.44,61.2,61,1155,4.88,4.83,2.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.44,61.5,56,1155,4.92,4.9,3.02,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,66.5,60,1155,4.93,4.85,3.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,61.4,58,1155,5.17,5.09,3.15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.3,60,1155,5.16,5.08,3.19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,64,56,1155,5.03,4.97,3.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,64.2,59,1155,5.03,4.97,3.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,60.3,58,1155,4.83,4.79,2.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,62.4,58,1155,5.06,5.01,3.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,60.4,56,1155,4.95,4.91,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,64,57,1155,5.04,4.99,3.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,63.4,58,1155,5.09,5.01,3.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,61.4,59,1155,5.09,5.01,3.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,63.7,59,1155,5.07,5.01,3.21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,63.6,56,1156,5.19,5.1,3.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.46,61.3,57,1156,5.02,4.99,3.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,61.1,67,1156,5.07,5.04,3.09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,59,59,1156,5.22,5.18,3.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.58,65.1,58,1156,5.25,5.22,3.41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,59.7,63,1157,4.71,4.73,2.82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,63.4,59,1157,5,5.03,3.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,63.2,56,1157,5.01,5.05,3.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,62.3,56,1157,4.77,4.79,2.98,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.46,56.5,61,1157,5.11,5.05,2.87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,61.5,56,1158,4.74,4.79,2.93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.8,56,1158,4.74,4.77,2.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.2,56,1158,4.71,4.78,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.7,56,1158,4.73,4.77,2.93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.7,55,1158,4.74,4.76,2.93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.1,55,1158,4.74,4.76,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,60.7,58,1158,4.88,4.91,2.97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4,62.7,57,1158,4.68,4.7,2.94,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,62.1,56,1158,4.7,4.73,2.93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.8,55,1158,4.74,4.78,2.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.58,61.3,56,1158,5.38,5.45,3.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.52,61,56,1158,5.17,5.22,3.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,65.9,57,1158,5.64,5.5,3.67,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.73,66.9,54,1158,5.62,5.54,3.74,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.43,59.5,59,1159,4.95,4.97,2.95,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,61.3,61,1159,4.68,4.72,2.88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.62,61,62,1159,5.47,5.42,3.32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,61.2,60,1159,5.22,5.1,3.16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,62.5,54,1160,4.79,4.81,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,63.4,55,1160,4.7,4.73,2.99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.59,60.3,56,1160,5.43,5.48,3.29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,58.3,62,1160,5.3,5.36,3.11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.51,64.5,56,1160,5.06,5.01,3.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.44,62,54,1160,4.89,4.91,3.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.38,61.1,57,1160,4.71,4.69,2.87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.38,60.9,57,1160,4.73,4.69,2.87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.38,62.4,54,1160,4.64,4.66,2.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5,59.2,62,1160,5.17,5.2,3.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,62.3,54,1161,4.75,4.79,2.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.53,63.4,54,1161,5.09,5.13,3.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,62.6,59,1161,5.06,5.13,3.19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.52,60.6,61,1161,5.17,5.19,3.14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.62,62.5,55,1161,5.45,5.49,3.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.51,62.1,54,1161,5.13,5.15,3.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,61.3,57,1161,5.1,5.14,3.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,60,56,1162,4.61,4.63,2.77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.37,61.6,55,1162,4.62,4.63,2.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35,60.8,56,1162,4.58,4.6,2.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.54,61.2,56,1162,5.27,5.28,3.23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.46,62.9,57,1163,4.91,4.95,3.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.34,62,56,1163,4.47,4.5,2.78,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34,62,56,1163,4.49,4.51,2.79,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34,61.7,56,1163,4.46,4.48,2.76,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.54,62.1,56,1163,5.18,5.22,3.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,63.4,56,1163,5.14,5.18,3.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,63.8,54,1163,5.17,5.18,3.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.9,58,1163,5.19,5.24,3.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.36,61.7,55,1163,4.58,4.6,2.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.53,62.2,56,1163,5.15,5.2,3.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.51,61.6,55,1163,5.13,5.16,3.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,60.7,55,1163,4.83,4.86,2.94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,61.7,56,1163,4.77,4.79,2.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.47,60.8,56,1163,5,5.03,3.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.36,61.3,57,1163,4.59,4.61,2.82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,61.7,55,1163,4.76,4.74,2.93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,61.7,56,1163,4.74,4.72,2.92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.4,56,1163,4.74,4.72,2.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,60.8,59,1163,4.76,4.72,2.88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,60.8,59,1163,4.73,4.71,2.87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.2,59,1163,4.7,4.65,2.91,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.8,57,1163,4.73,4.66,2.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.4,57,1163,4.73,4.69,2.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.8,56,1163,4.73,4.69,2.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,60.7,58,1163,4.75,4.7,2.87,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.51,60,61,1163,5.2,5.17,3.11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,63.4,57,1164,4.64,4.66,2.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.42,61.2,64,1164,4.75,4.8,2.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.46,63.5,57,1164,4.91,4.85,3.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.55,62.6,57,1165,5.21,5.17,3.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.41,62,56,1166,4.77,4.81,2.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.62,61.2,59,1166,5.42,5.52,3.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.37,52.3,61,1166,4.96,4.91,2.58,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,62.4,59,1166,4.7,4.73,2.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,62,56,1166,5.08,5.12,3.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.53,62.1,53,1166,5.22,5.27,3.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,63.9,53,1166,4.75,4.7,3.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.46,67.3,61,1166,4.81,4.71,3.21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,63.6,58,1166,5.72,5.62,3.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.39,63,60,1167,4.63,4.61,2.91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.42,62.1,56,1167,4.79,4.82,2.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,59.8,56,1167,4.9,4.92,2.94,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,63.1,58,1167,5.15,5.18,3.26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,61.9,56,1167,5.09,5.14,3.16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.35,60.8,58,1167,4.53,4.55,2.76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,61.5,57,1167,4.52,4.55,2.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.31,60.2,59,1167,4.39,4.42,2.65,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.43,61.4,61.1,1167,4.85,4.87,2.98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,62.6,55,1168,4.7,4.72,2.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.61,63.4,57.1,1168,5.37,5.43,3.42,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4,61.4,56,1168,4.77,4.81,2.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,61.8,58,1168,4.72,4.76,2.93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,62.3,54,1168,4.75,4.78,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,61.9,55,1168,4.75,4.78,2.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,61.7,55,1168,4.77,4.79,2.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.31,61.4,56,1168,4.37,4.42,2.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61,56,1168,4.38,4.41,2.68,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.2,57,1168,4.35,4.38,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.31,61.4,56,1168,4.4,4.43,2.71,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.46,59.9,61.9,1168,5.02,5.06,3.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.46,61.6,62.2,1168,4.84,5,3.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,63.7,54,1169,4.71,4.74,3.01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.5,63.5,57,1169,5.05,5.09,3.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,62.2,55,1169,4.83,4.85,3.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43,61.6,60,1169,4.82,4.86,2.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43,61.9,56,1169,4.82,4.87,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43,61.9,56,1169,4.82,4.84,2.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43,61.8,57,1169,4.83,4.85,2.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.51,60.5,55,1169,5.17,5.21,3.14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,60.4,61,1169,4.76,4.81,2.89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.43,62.3,54,1169,4.85,4.84,3.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.63,58.9,59,1169,5.64,5.6,3.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6,62.4,58,1170,5.4,5.34,3.35,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,62.8,55,1170,5.03,5.07,3.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,62,57,1170,5.11,5.19,3.19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,63.6,59,1170,5.13,5.06,3.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,61.5,56,1170,5.15,5.19,3.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,60,59,1170,5.29,5.31,3.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,62.4,55,1170,5.19,5.23,3.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.39,61.9,57,1170,4.71,4.69,2.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,62.6,55,1170,4.41,4.38,2.75,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.38,62.4,56,1170,4.68,4.64,2.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,61.9,56,1170,4.42,4.4,2.73,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.32,61.6,58,1170,4.39,4.38,2.7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.39,62,57,1170,4.71,4.67,2.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,63,56,1170,5.14,5.12,3.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.39,59.9,59,1170,4.75,4.73,2.84,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.39,62.3,57,1170,4.7,4.64,2.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.39,60.4,59,1170,4.75,4.72,2.86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.39,60.3,56,1170,4.77,4.71,2.86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.52,63.5,58,1170,5.14,5.1,3.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.48,61.1,61,1170,5.05,5,3.07,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,60.8,63,1171,5.08,5.11,3.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.57,60.5,56,1171,5.41,5.44,3.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32,62,56,1171,4.39,4.43,2.73,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.53,61.6,55,1171,5.2,5.25,3.22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.46,61.3,56,1172,4.98,5,3.06,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,61.5,57,1172,4.74,4.76,2.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.55,61.7,54,1172,5.29,5.34,3.28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.51,63.7,55,1172,5.07,5.1,3.24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,61.7,56,1172,4.72,4.74,2.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,58.6,60,1172,4.83,4.87,2.84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,62.9,58,1172,5.04,5.01,3.16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,61.4,61,1172,5.14,5.09,3.14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,62.7,56,1173,5.07,5.1,3.19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.57,61.8,57,1173,5.31,5.34,3.29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,62.3,59,1173,4.67,4.7,2.92,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.4,61.8,58,1173,4.69,4.73,2.91,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.58,63,56,1173,5.34,5.26,3.34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.46,61.5,60,1173,4.95,4.91,3.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.46,58.5,61,1173,5.1,5.05,2.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,62,57,1173,4.6,4.69,2.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.53,61.9,54,1173,5.21,5.23,3.23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.56,61.9,54,1173,5.29,5.34,3.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.55,62.1,56,1173,5.25,5.28,3.27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,61,56,1173,5.24,5.29,3.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,62.5,55,1173,5.28,5.32,3.31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.53,60.8,58,1173,5.21,5.19,3.16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,62.2,56,1173,5.13,5.08,3.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.49,58.6,60,1174,5.14,5.2,3.03,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,63,57,1174,5.13,5.16,3.24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.34,61.3,56,1174,4.48,4.52,2.76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34,61.6,56,1174,4.5,4.53,2.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.34,61.1,56,1174,4.5,4.53,2.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.33,61.2,55,1174,4.48,4.51,2.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.61,58.2,56,1174,5.74,5.49,3.27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.52,62.4,59,1175,5.13,5.16,3.21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.56,61.8,56,1175,5.22,5.3,3.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.52,59.3,59,1175,5.25,5.28,3.12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.55,62.4,56,1175,5.22,5.26,3.27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.55,61.2,56,1175,5.23,5.29,3.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.55,63.6,55,1175,5.18,5.23,3.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.55,60.6,58,1175,5.28,5.31,3.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.64,62.2,53,1175,5.54,5.56,3.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.51,61.5,54,1175,5.17,5.21,3.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,61.9,63,1175,5.05,5.07,3.13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,65.1,59,1175,5.02,5.06,3.28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.73,66.1,58,1175,5.63,5.5,3.68,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.5,61.7,58,1176,5.08,5.13,3.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.42,61.8,56,1176,4.81,4.83,2.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.52,61.4,56,1176,5.18,5.21,3.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,61.6,55,1176,4.72,4.67,2.89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,61,55,1176,4.52,4.47,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.57,63.3,56,1176,5.29,5.27,3.34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.38,62.2,56,1176,4.65,4.58,2.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,61.9,57,1176,4.65,4.63,2.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,61.6,55,1176,4.66,4.63,2.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.57,60.2,62,1176,5.4,5.33,3.23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.57,61.7,59,1176,5.34,5.31,3.29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,61.4,56,1176,5.38,5.29,3.28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.56,61.7,58,1176,5.31,5.29,3.27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
